Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidiphilium	0	0	0.000389344	0	0	0	0	0	0	0	0	0	0	0	0.000516393	0	0	0	0.001045082	0	0	0.000258197	0	0	0	0.000409836	0.000942623	0.001239754	0	0.000555328	0.00064959	0.000307377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000696721	0	0	0	0	0.000620902	0	0	0.00069877	0	0	0	0.000262295	0	0	0	0	0	0	0	0	0.001159836	0	0.001516393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715164	0	0	0.000647541	0	0	0	0	0	0	0	0	0	0	0.000680328	0	0	0	0	0	0	0	0	0	0	0	0.000778689	0	0	0	0	0	0.000311475	0	0.001268443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000637295	0.000358607	0	0	0	0	0.000836066	0	0	0	0.000342213	0	0	0	0	0	0	0	0.000706967	0	0	0	0	0	0	0	0	0	0	0.000512295	0.001032787	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidisphaera	0	0	0.001961066	0	0	0.000233607	0	0	0	0	0	0.00210041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131148	0	0	0	0	0	0	0	0	0	0.000903689	0	0	0	0.000545082	0.00094877	0	0	0.000512295	0.001094262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000602459	0	0	0	0	0	0.001032787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00092623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001030738	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Belnapia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002645492	0	0	0	0	0	0	0	0.001102459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00054918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000743852	0	0	0.000877049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001616803	0	0	0	0.002057377	0	0	0	0.001213115	0	0	0.001131148	0.00082582	0	0	0	0	0	0	0	0.00169877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000506148	0.000321721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001288934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Craurococcus-Caldovatus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.81E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00010041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133197	0	0	0.000278689	0	0	0	0	0	0	0	0	0.000139344	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Crenalkalicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00029918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Endobacter	0.000915984	0.000471311	0	0.000797131	0	0	0.001430328	0.000870902	0	0	0.001881148	0	0	0	0	0.000614754	0	0	0	0	0	0	0.001186475	0.000553279	0.001053279	0.000807377	0	0.000885246	0.00107377	0	0	0	0.000838115	0	0	0	0.001272541	0	0	0.000942623	0	0	0	0.000237705	0.000733607	0	0	0.000659836	0	0.000715164	0	0.001026639	0	0	0	0.000571721	0	0	0	0	0.000379098	0.002217213	0.000543033	0.001047131	0.001440574	0	0	0	0	0	0.002356557	0.002112705	0	0	0	0.000840164	0	0	0	0.000432377	0	0.00047541	0.00107377	0.000493852	0	0.000758197	0.00070082	0.001293033	0	0	0.002145492	0.000342213	0	0	0	0	0.000963115	0.000334016	0.003346311	0	0.001495902	0	0.000553279	0.001096311	0.00282377	0.005219262	0.000959016	0	0	0.000502049	0	0	0.000579918	0.000647541	0	0	0.000563525	0	0	0	0.001760246	0	0	0.001405738	0.000135246	0	0.00119877	0	0.000415984	0	0	0	0.001221311	0.001817623	0.0005	0.000997951	0	0	0.000163934	0	0	0.001311475	0.001522541	0	0.002711066	0.001989754	0.001834016	0	0.002971311	0	0.000637295	0.00130123	0	0.001061475	0	0.001305328	0	0.002772541	0.001688525	0	0	0	0.000805328	0.000868852	0	0	0	0.000489754	0	0	0	0	0	0.000411885	0.001036885	0	0.001315574	0	0	0	0.000563525	0	0	0	0.001745902	0	0	0	0.00042623	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Humitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001145492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000127049	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Neokomagataea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000268443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodopila	0	0	0	0	0	0	0	0	0	0	0	0.000346311	0	0	0	0	0	0	0.000233607	0	0	0	0	0	0	0	0	0	0	0	0.000723361	0	0	0	0.000682377	0	0	0	0	0	0	0	0	0	0	0	0.000856557	0	0	0	0	0	0	0.000622951	0	0	0	0	0	0.000278689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000397541	0	0	0	0	0	0	0	0.000184426	0	0	0	0	0	0	0	0	0.000887295	0	0	0	0	0	0	0	0.001643443	0	0	0	0	0	0	0	0	0	0	0	0	0.000561475	0	0	0	0	0.000432377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000545082	0	0	0	0	0.00032582	0	0	0	0	0	0	0.000393443	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovarius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001704918	0	0	0	0	0	0	0	0	0	0	0	0.000219262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000852459	0	0	0	0	0	0.000547131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000407787	0	0	0.000317623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rhodovastum	0	0.000848361	0	0.000901639	0.000538934	0	0	0.001184426	0.001659836	0.00107582	0	0	0.001875	0.000647541	0	0	0	0	0.00080123	0.001309426	0.000733607	0.000288934	0	0	0	0	0	0	0	0	0.001315574	0.000534836	0.000815574	0	0	0.000618852	0	0	0.001081967	0.00080123	0.001221311	0	0.001616803	0.000793033	0	0.001088115	0	0.000411885	0	0	0	0	0	0	0	0.000432377	0	0	0	0.000633197	0.00045082	0	0	0	0	0	0.000815574	0.000661885	0	0.000592213	0	0	0	0	0.00032377	0.000651639	0	0.000506148	0.000952869	0.00019877	0	0.000756148	0	0.000571721	0	0.000346311	0	0	0	0	0	0	0	0.00082377	0	0.00054918	0	0	0	0	0	0.000805328	0.000288934	0	0.001059426	0	0.000366803	0.000995902	0	0.000522541	0	0.001241803	0.000713115	0.000358607	0.000915984	0	0	0.000260246	0	0.001569672	0.000682377	0	0	0	0	0.001133197	0	0	0	0.000477459	0	0	0	0	0.00082377	0	0.001120902	0.000981557	0	0	0	0	0	0.00107582	0	0.001485656	0	0	0	0.000629098	0	0	0.000643443	0	0	0.000885246	0.001647541	0	0	0	0.000659836	0	0	0	0	0	0.000592213	0.000481557	0.000653689	0	0.001079918	0.000907787	0.000959016	0.000536885	0	0.003190574	0	0.000518443	0.000352459	0.000497951	0.000627049	0.000838115	0	0	0	0	0.00192623	0	0.000633197	0.000678279	0.000979508
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseococcus	0	0	0	0	0.001493852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000344262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001766393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000655738	0	0.000639344	0	0	0	0	0	0	0.00064959	0	0	0.001047131	0.000694672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000875	0.001692623	0	0	0	0	0.000491803	0	0	0	0	0	0	0	0	0	0	0	0	0.000766393	0	0.001407787	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Roseomonas	0	0.001168033	0.002069672	0.001504098	0.005407787	0.000604508	0.001688525	0.001526639	0.003065574	0.002342213	0.000504098	0.000452869	0.000415984	0.000995902	0.000588115	0.000645492	0.002217213	0	0	0	0	0	0.001196721	0.000356557	0.001278689	0.003610656	0	0.00172541	0.000641393	0.000635246	0.000731557	0.000885246	0	0	0.005385246	0	0	0.000239754	0	0.001538934	0.00060041	0	0	0.000891393	0	0.000368852	0	0.000293033	0	0	0.002977459	0.000428279	0.000497951	0	0.001989754	0.000881148	0.001471311	0	0.000526639	0.000815574	0.001403689	0.001409836	0.000391393	0.001389344	0	0.001254098	0.000303279	0.000635246	0.001711066	0.000758197	0.003954918	0.00360041	0	0.000571721	0.001688525	0	0.000657787	0.001829918	0.006907787	0.000618852	0.000903689	0.000887295	0	0.001077869	0.000327869	0	0	0.000721311	0.00107582	0	0.005256148	0.000965164	0.002797131	0.001518443	0.001807377	0.000909836	0.001344262	0.001036885	0.000918033	0.000760246	0.000403689	0.002233607	0.001016393	0.00044877	0.002170082	0.001395492	0.00089959	0.002452869	0.000514344	0.00204918	0	0.001045082	0	0.00042418	0.000885246	0	0.00054918	0.003317623	0.001768443	0.002854508	0.000805328	0	0	0.001288934	0.001522541	0.002356557	0.001159836	0.003655738	0.001663934	0.001684426	0.001526639	0.002360656	0	0	0.00235041	0	0.000682377	0.002596311	0.000368852	0.002297131	0.000971311	0.001918033	0.000848361	0.002592213	0.002592213	0.001754098	0.002483607	0	0.001038934	0.003985656	0.000211066	0.002561475	0.000829918	0.002627049	0.001315574	0.001991803	0.000987705	0	0.00117418	0.000887295	0.003157787	0.00335041	0	0.003446721	0.001362705	0.003418033	0.001961066	0.00060041	0.000465164	0.000795082	0.001280738	0	0	0.003352459	0.001213115	0.003086066	0	0.001356557	0	0.002756148	0.000942623	0.002321721	0.000768443	0.000553279	0	0.001014344	0.000282787	0.000633197	0.00057377	0.002696721	0.001688525
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Rubritepida	0	0	0.00030123	0.000235656	0	0.000221311	0.000665984	0.000829918	0	0	0	0.001069672	0	0	0	0.000254098	0	0	0	0	0	0	0	0	0.000653689	0	0	0.00014959	0	0	0.000514344	0.000192623	0	0	0	0	0	0.001192623	0.000403689	0.001327869	0	0	0	0	0	0.000311475	0	0.000483607	0	0	0	0.000584016	0	0	0.001256148	0.00027459	0	0	0	0	0	0	0	0	0.001526639	0	0	0	0.000528689	0	0.000844262	0	0.001508197	0.00067623	0.000844262	0.001	0	0	0	0	0.00152459	0.001688525	0	0	0.001270492	0.001221311	0	0	0	0	0.000809426	0.000237705	0.002	0.000723361	0.000663934	0.000459016	0.000956967	0	0	0	0	0.000592213	0.000711066	0.000415984	0	0.001770492	0.00055123	0.000348361	0	0	0	0	0	0	0	0	0.000188525	0.000245902	0	0	0.000762295	0	0	0	0	0	0	0	0	0	0	0	0.000709016	0	0.000379098	0	0	0.000526639	0	0	0	0.000366803	0	0	0	0	0	0	0.000727459	0	0.000319672	0	0	0	0	0	0.000372951	0	0	0	0.000401639	0	0	0.000495902	0	0.001186475	0	0	0.000190574	0	0	0	0	0.000313525	0	0	0	0	0.000467213	0	0.001026639	0	0	0	0	0	0	0.000973361	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Siccirubricoccus	0.002432377	0.003807377	0.000932377	0.003668033	0	0.000928279	0.000540984	0.000747951	0	0	0	0.001147541	0	0	0	0	0	0	0	0	0	0.001184426	0.000760246	0.002930328	0.000559426	0.000616803	0	0.000354508	0	0	0.000415984	0.001784836	0	0	0	0	0	0.000547131	0.006147541	0.00025	0	0	0	0.001135246	0	0	0	0	0	0	0	0.000266393	0.000520492	0.001772541	0	0	0	0	0	0	0	0.000967213	0	0.00092623	0	0	0	0	0	0	0.000922131	0	0	0	0	0.001202869	0.001079918	0	0.001352459	0.001489754	0	0	0	0.000838115	0	0	0	0	0.000276639	0	0.001625	0.000805328	0	0	0	0	0	0	0.000696721	0.002854508	0.003631148	0.001903689	0	0	0	0	0	0	0	0.000596311	0	0.001631148	0.00077459	0	0	0.001614754	0	0	0	0	0.000901639	0.001411885	0.001231557	0.002577869	0.001776639	0.000620902	0.003018443	0	0	0.001067623	0	0	0.000510246	0	0.001321721	0	0	0	0	0	0	0.003057377	0.000567623	0	0	0	0	0	0	0	0	0	0	0.001887295	0	0.004381148	0.000977459	0.001803279	0.000836066	0.001293033	0.000530738	0.000362705	0	0.002543033	0.000612705	0.00292623	0.00244877	0.001811475	0.000918033	0.004536885	0.001940574	0	0	0	0	0.00169877	0	0.000838115	0.002401639	0	0	0.002709016	0.000629098	0.003262295	0.002487705	0	0.00079918	0	0	0.000471311	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__uncultured-Acetobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001879098	0	0.00035041	0	0	0	0.002581967	0.001331967	0	0	0	0	0	0	0	0	0	0.001756148	0	0	0.001311475	0	0	0	0.001821721	0	0	0	0	0.005342213	0	0.001084016	0.004065574	0	0	0	0	0	0	0	0	0	0.002786885	0.002420082	0.000965164	0	0	0.000231557	0	0	0.001467213	0.002286885	0	0.000280738	0.004221311	0	0.001401639	0	0	0	0	0	0	0	0	0.000151639	0	0	0.000331967	0	0	0.001018443	0.001413934	0	0.001688525	0	0.000385246	0.000717213	0.000452869	0	0	0	0	0	0	0	0	0	0	0.002565574	0.001276639	0	0	0	0	0.002745902	0.002944672	0	0	0.001342213	0	0.000663934	0	0	0	0	0	0	0	0	0	0	0	0	0.00120082	0.001063525	0	0.000735656	0.001401639	0	0	0	0	0	0	0	0	0.002409836	0	0.003620902	0	0	0	0	0	0	0	0	0	0	0	0.001864754	0.001965164	0.004440574	0.001110656	0	0	0.000485656	0	0.004512295	0.000303279	0.000735656	0	0.001809426	0	0.000438525	0	0	0	0	0.00020082	0.000606557	0	0	0	0	0.000643443	0.00397541	0	0	0.001010246	0.002887295	0	0.004069672	0	0.002125	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Alphaproteobacteria Incertae Sedis;f__Alphaproteobacteria Incertae SedisOR;g__Alphaproteobacteria Incertae SedisOR	0	0.000151639	0.000221311	0	0	0	0	0	0	0	0	0	0.000864754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00080123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000254098	0	0	0.000295082	0	0	0	0	0.000182377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000432377	0	0.00030123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237705	0	0	0.000209016	0	0.000756148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000327869	0	0	0	0	0	0	0.000141393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000237705	0	0.001737705	0	0.000284836	0.000110656	0.000254098	0	0	0	0	0	0	0	0.000309426	0.000756148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000362705	0	0	0	0.000127049	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000243852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137295	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;Other	0	0	0	0	0	0	0	0	0	0	0.000172131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
