Taxon	0_0_1_Bulk	0_0_1_Rhizo	0_0_2_Bulk	0_0_2_Rhizo	0_0_3_Bulk	0_0_3_Rhizo	0_0_4_Bulk	0_0_4_Rhizo	0_0_5_Bulk	0_0_5_Rhizo	0_0_6_Bulk	0_0_6_Rhizo	0_CEN_1_Bulk	0_CEN_1_Rhizo	0_CEN_2_Bulk	0_CEN_2_Rhizo	0_CEN_3_Bulk	0_CEN_3_Rhizo	0_CEN_4_Bulk	0_CEN_4_Rhizo	0_CEN_5_Bulk	0_CEN_5_Rhizo	0_CEN_6_Bulk	0_CEN_6_Rhizo	0_CE_1_Bulk	0_CE_1_Rhizo	0_CE_2_Bulk	0_CE_2_Rhizo	0_CE_3_Bulk	0_CE_3_Rhizo	0_CE_4_Bulk	0_CE_4_Rhizo	0_CE_5_Bulk	0_CE_5_Rhizo	0_CE_6_Bulk	0_CE_6_Rhizo	0_CN_1_Bulk	0_CN_1_Rhizo	0_CN_2_Bulk	0_CN_2_Rhizo	0_CN_3_Bulk	0_CN_3_Rhizo	0_CN_4_Bulk	0_CN_4_Rhizo	0_CN_5_Bulk	0_CN_5_Rhizo	0_CN_6_Bulk	0_CN_6_Rhizo	0_C_1_Bulk	0_C_1_Rhizo	0_C_2_Bulk	0_C_2_Rhizo	0_C_3_Bulk	0_C_3_Rhizo	0_C_4_Bulk	0_C_4_Rhizo	0_C_5_Bulk	0_C_5_Rhizo	0_C_6_Bulk	0_C_6_Rhizo	0_EN_1_Bulk	0_EN_1_Rhizo	0_EN_2_Bulk	0_EN_2_Rhizo	0_EN_3_Bulk	0_EN_3_Rhizo	0_EN_4_Bulk	0_EN_4_Rhizo	0_EN_5_Bulk	0_EN_5_Rhizo	0_EN_6_Bulk	0_EN_6_Rhizo	0_E_1_Bulk	0_E_1_Rhizo	0_E_2_Bulk	0_E_2_Rhizo	0_E_3_Bulk	0_E_3_Rhizo	0_E_4_Bulk	0_E_4_Rhizo	0_E_5_Bulk	0_E_5_Rhizo	0_E_6_Bulk	0_E_6_Rhizo	0_N_1_Bulk	0_N_1_Rhizo	0_N_2_Bulk	0_N_2_Rhizo	0_N_3_Bulk	0_N_3_Rhizo	0_N_4_Bulk	0_N_4_Rhizo	0_N_5_Bulk	0_N_5_Rhizo	0_N_6_Bulk	0_N_6_Rhizo	PHE_0_1_Bulk	PHE_0_1_Rhizo	PHE_0_2_Bulk	PHE_0_2_Rhizo	PHE_0_3_Bulk	PHE_0_3_Rhizo	PHE_0_4_Bulk	PHE_0_4_Rhizo	PHE_0_5_Bulk	PHE_0_5_Rhizo	PHE_0_6_Bulk	PHE_0_6_Rhizo	PHE_CEN_1_Bulk	PHE_CEN_1_Rhizo	PHE_CEN_2_Bulk	PHE_CEN_2_Rhizo	PHE_CEN_3_Bulk	PHE_CEN_3_Rhizo	PHE_CEN_4_Bulk	PHE_CEN_5_Bulk	PHE_CEN_5_Rhizo	PHE_CEN_6_Bulk	PHE_CEN_6_Rhizo	PHE_CE_1_Bulk	PHE_CE_1_Rhizo	PHE_CE_2_Bulk	PHE_CE_2_Rhizo	PHE_CE_3_Bulk	PHE_CE_3_Rhizo	PHE_CE_4_Bulk	PHE_CE_4_Rhizo	PHE_CE_5_Bulk	PHE_CE_5_Rhizo	PHE_CE_6_Bulk	PHE_CE_6_Rhizo	PHE_CN_1_Bulk	PHE_CN_1_Rhizo	PHE_CN_2_Bulk	PHE_CN_2_Rhizo	PHE_CN_3_Bulk	PHE_CN_3_Rhizo	PHE_CN_4_Bulk	PHE_CN_4_Rhizo	PHE_CN_5_Bulk	PHE_CN_5_Rhizo	PHE_CN_6_Bulk	PHE_CN_6_Rhizo	PHE_C_1_Bulk	PHE_C_1_Rhizo	PHE_C_2_Bulk	PHE_C_2_Rhizo	PHE_C_3_Bulk	PHE_C_3_Rhizo	PHE_C_4_Bulk	PHE_C_4_Rhizo	PHE_C_5_Bulk	PHE_C_5_Rhizo	PHE_C_6_Bulk	PHE_C_6_Rhizo	PHE_EN_1_Bulk	PHE_EN_1_Rhizo	PHE_EN_2_Bulk	PHE_EN_2_Rhizo	PHE_EN_3_Bulk	PHE_EN_3_Rhizo	PHE_EN_4_Bulk	PHE_EN_4_Rhizo	PHE_EN_5_Bulk	PHE_EN_5_Rhizo	PHE_EN_6_Bulk	PHE_EN_6_Rhizo	PHE_E_1_Bulk	PHE_E_1_Rhizo	PHE_E_2_Bulk	PHE_E_2_Rhizo	PHE_E_3_Bulk	PHE_E_3_Rhizo	PHE_E_4_Bulk	PHE_E_4_Rhizo	PHE_E_5_Bulk	PHE_E_5_Rhizo	PHE_E_6_Bulk	PHE_E_6_Rhizo	PHE_N_1_Bulk	PHE_N_1_Rhizo	PHE_N_2_Bulk	PHE_N_2_Rhizo	PHE_N_3_Bulk	PHE_N_3_Rhizo	PHE_N_4_Bulk	PHE_N_4_Rhizo	PHE_N_5_Bulk	PHE_N_5_Rhizo	PHE_N_6_Bulk	PHE_N_6_Rhizo
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Rhodopirellula	0	0	0	0	0	0.000202869	0	0	0	0	0.002239754	0.00025	0	0.000217213	0	0	0	0.001366803	0	0	0	0	0	0.000420082	0	0	0	0	0.000114754	0	0	9.63E-05	0.000241803	0	0.000127049	0	0	0	0.001711066	0	0	0	0	0.000229508	0	0	0	0.000118852	0	0	0	0	0	0.000485656	0	0	0	0	0.002540984	0	0	0	0.000934426	0	0	0	0	0	0	0	0	0	0	0	7.99E-05	0	0	0	0.000272541	0	0.000163934	0	0	0	0	0.000579918	0.000918033	0	0.003229508	0.000354508	0	0	0	0	0.002202869	0	0	0	0	0	0.000127049	0	0	0	0.000485656	0	0	0	0	0	0	0	0	0	0	0	0	0.000415984	0	0	0	0.000311475	0	0	0.001280738	0	0	0	0	0.000555328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00032377	0	6.97E-05	0.000137295	0	0	0	0	0	0	0	0	0	0.000653689	0	0	0	0	0.000508197	0.000356557	0	0	0	0	0	0.000545082	0	6.35E-05	0	0.000577869	0	0	0	0	0	0.000270492	0.000182377	0	0	0.000866803	0	0	0	0.000377049	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Thermogutta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002295082	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000389344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Thermostilla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__uncultured-Pirellulaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000510246	9.43E-05	0.000391393	0	0	0.000465164	0.000778689	0.000377049	0.000409836	0	0.000147541	0	0.000256148	0	0.000610656	0.00080123	0	0	0.000307377	0.00045082	0.000272541	0	0	0	0.000272541	0	0	0	0	0	0.000571721	0	0.00025	0	0.00029918	0	0.000848361	0	0.000127049	0	0.001305328	0	0	0.000155738	0	0	0	0.000639344	0.000334016	0.00092623	0.000557377	0	0	0	0.000995902	0.000442623	9.02E-05	0	0.000362705	0	0.000446721	0	0	0	0	0	0	0	0	0	0.000727459	0.00039959	0.003473361	0.00095082	0.000497951	0	0	0.000989754	0.000288934	0	0	0.000377049	0	0	0	0	0.000659836	0	0	0.000360656	0	0	0.000377049	0.000688525	0.000348361	0.000959016	0.001217213	0.000821721	0.000592213	0.000680328	0	0.000538934	0.002813525	0.000495902	0.000340164	0.000321721	0.000639344	0	0	0	0.000559426	0	0.000145492	0	0.000592213	0.00082377	0	0.000348361	0	0.000245902	0.000252049	0	0.000329918	0.000284836	0.000405738	0.00082377	0	0	0	0	0.000104508	0	0.000497951	0	0	0.000211066	0.000256148	0	0.000903689	0	0.000270492	0	0.000555328	0.001368852	0.000366803	0.000506148	0	0	0.001506148	0.000368852	0.000555328	0.000805328	0.000584016	0.000903689	0	0	0	0.000196721	0	0	0.00019877	0.000387295	0	0	0.000512295	0	0.000379098	0	0.000157787	0.000645492	0	0	0	0.000618852	0.000790984	0.000690574	0	0.00032377
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__PirellulalesOR;g__PirellulalesOR	0	0	0	0	0.00205123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000157787	0	0	0	0	0	0.00029918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000184426	0	0.000395492	0.000180328	0	0	0.000461066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00039959	0	0	0.000336066	0	0.000288934	0	0	0	0	0	0	0	0.000217213	0	0	0	0	0	0	0	0.00047541	0.000104508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Gimesiaceae;g__uncultured-Gimesiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.53E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__PlanctomycetalesOR;g__PlanctomycetalesOR	0.011204918	0.002303279	0.002282787	0.003012295	0.005055328	0.005430328	0	0.004375	0.004786885	0.001477459	0.006297131	0.004385246	0.002641393	0.001956967	0.001954918	0.002885246	0.002631148	0.00164959	0.001045082	0.003977459	0.001959016	0.00044877	0.002418033	0.000657787	0.001641393	0.002510246	0.008815574	0.005264344	0.003610656	0.001784836	0.003977459	0.006206967	0.001383197	0.000932377	0.001895492	0.000762295	0	0.001786885	0.001780738	0.001391393	0.002487705	0.005215164	0	0.002758197	0.000245902	0.003684426	0.001030738	0.002592213	0.000434426	0.000934426	0.007540984	0.003368852	0.001204918	0.001532787	0	0.001758197	0.00119877	0.001665984	0.001887295	0.001540984	0.001909836	0.002778689	0.002096311	0.002973361	0.001245902	0.003887295	0.003112705	0.00282582	0.001526639	0.001963115	0.002590164	0.000663934	0.001040984	0.001848361	0.004682377	0.005127049	0.045329918	0.003030738	0.00432377	0.001243852	0.000344262	0.001358607	0.001454918	0.00130123	0.003331967	0.002504098	0.000872951	0.00280123	0.02702459	0.003122951	0	0.001260246	0.001016393	0.002502049	0.002989754	0.001415984	0.004506148	0.004040984	0.002479508	0.003182377	0.01179918	0.00405123	0.001907787	0.005127049	0.005020492	0.002221311	0.005344262	0.003217213	0.000536885	0.002967213	0.001901639	0.002686475	0.003393443	0.003594262	0.001745902	0.003788934	0.00225	0.001420082	0.001377049	0.006481557	0.003819672	0.013985656	0.006608607	0.002454918	0.006338115	0.002858607	0.003870902	0.001342213	0.002540984	0.003594262	0.003030738	0.00960041	0.003622951	0.003651639	0.001284836	0.001227459	0.007973361	0	0.000592213	0.008446721	0.002295082	0.002067623	0.006036885	0.010252049	0.003168033	0.003122951	0.001487705	0.00185041	0.002407787	0.006143443	0.000895492	0.003215164	0.000889344	0.004278689	0.005635246	0.002528689	0.001862705	0.00354918	0.000514344	0.002704918	0.004096311	0.000434426	0.001018443	0.001348361	0.003387295	0.001497951	0.002778689	0.00567623	0.003901639	0.003155738	0.00617418	0.00760041	0.009836066	0.00197541	0.001881148	0.005543033	0.003098361	0.000362705	0.002245902	0.003497951	0.002866803	0.004032787	0.001661885	0.002235656	0.004504098	0.001590164	0.002836066	0.00305123	0.001625	0.003045082	0.001022541
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Fuerstia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000504098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000522541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000141393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000303279	0	0	0	0	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__Planctomicrobium	0	0	0	0.000297131	0	0	0	0	0	0	0	0.000129098	0	0	0	0.000139344	0.000680328	0.00035041	0.000411885	0	0	0	0	0.000338115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000202869	0	0	0	0	0.000807377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000793033	0	0.001413934	0	0	0	0	0	0.000438525	0	0	0	0	0	0	0	0	0	0	6.35E-05	0	0	0	0	0.000157787	0	0.001831967	0	0	0	0	0	0.000352459	0	0.000528689	0.00017623	0	0	0	0	0	0.000260246	0	0	0	0.000360656	0	0	0.000139344	0.000133197	0.000137295	0.00072541	0.000436475	0.000702869	0.000190574	0	0.000143443	0	0	0	0	0	0	0	0	0	0	0	0	0.000209016	0	0	0	0	0	0	0	0	0.000321721	0	0	0	0	0	0	0	0	0	0.000157787	0.000368852	0	0.000129098	0.000223361	0	0	0	0	0.00017623	0	0	0	0	0.00027459	0	0	0.000168033	0	0	0	0	0	0	0	0	0.00017623	0	0	0	0	0.00025	0	0	0	0.000168033	0	0.000883197	0.00017623	0	0	0.000393443	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Rubinisphaeraceae;g__SH-PL14	0.001215164	0.002202869	0.00222541	0.001670082	0.005737705	0.001577869	0.004182377	0.002413934	0.004395492	0.002653689	0.005961066	0.002981557	0.002723361	0.002045082	0.00225	0.002647541	0.008422131	0.007956967	0	0.001520492	0.001506148	0.001331967	0.003827869	0.00682582	0.003635246	0.003157787	0.002622951	0.002118852	0.00470082	0.003153689	0.003125	0.005079918	0.000543033	0.003018443	0.002182377	0.001184426	0.005506148	0.001395492	0.005151639	0.002317623	0.003067623	0.002559426	0.003778689	0.003526639	0.001665984	0.001532787	0.001405738	0.003875	0.000852459	0.001610656	0.005143443	0.006377049	0.002444672	0.002356557	0.00027459	0.006911885	0.002165984	0.003918033	0.006393443	0.002625	0.002885246	0.012262295	0.004682377	0.001625	0.001428279	0.002987705	0.007491803	0.00147541	0.003065574	0.00152459	0.003077869	0.001692623	0.001401639	0.000911885	0.004637295	0.002442623	0.001459016	0.002963115	0.008752049	0.003133197	0.000788934	0.002758197	0.002409836	0.001067623	0.002543033	0.001407787	0.004028689	0.00442623	0.004883197	0.003079918	0.001618852	0.001852459	0.00477459	0.001790984	0.004790984	0.003514344	0.004079918	0.007088115	0.00919877	0.002387295	0.007079918	0.001434426	0.002809426	0.002430328	0.002297131	0.000743852	0.005538934	0.001241803	0.003657787	0.004473361	0.006170082	0.000727459	0.003690574	0.009461066	0.002327869	0.002590164	0.00219877	0.003143443	0.001872951	0.003204918	0.002243852	0.004141393	0.00332377	0.007735656	0.003563525	0.016385246	0.003026639	0.00444877	0.002196721	0.004211066	0.003387295	0.006534836	0.002786885	0.002668033	0.00495082	0.003532787	0.003793033	0.003659836	0.001108607	0.004360656	0.000743852	0.00205123	0.003741803	0.003901639	0.001668033	0.003063525	0.00207582	0.008907787	0.001764344	0.005045082	0.001295082	0.002022541	0.002178279	0.004495902	0.002370902	0.004483607	0.003135246	0.002786885	0.001413934	0	0.004565574	0.002944672	0.003090164	0.00519877	0.005303279	0.002040984	0.00017418	0.002942623	0.002485656	0.001715164	0.005125	0.001219262	0.002239754	0.003508197	0.001379098	0.010694672	0.002387295	0.003659836	0.004590164	0.003536885	0.001680328	0.001715164	0.002594262	0.003618852	0.00482582	0.002389344	0.003563525	0.002262295	0.001141393	0.002327869	0.001467213
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Schlesneriaceae;g__Planctopirus	0.000520492	0	0	0	0	0	0	0	0	0	0	0	0.000696721	0	0	0	0.000479508	0	0.000352459	0.000530738	0.000204918	0.000135246	0	0.00022541	0	0.000163934	0	0.00019877	0	0	0.00019877	0	0	0	0	0.00032582	0.000778689	0.001879098	0	0	0	0.000536885	0.000754098	0	0.000942623	0.000772541	0.001387295	0	0	0.000532787	0	0.000586066	0	0	0	0	0.000811475	0.00057377	0.000487705	0	0	0	0.000118852	0.000377049	0	0	0.000252049	0.000553279	0	0.000356557	0	0.000278689	0.000334016	0	0.000182377	0.00019877	0	0	0.001016393	0.000309426	0.000161885	0	0.001670082	0	0.000555328	0.000657787	0.000934426	0.000545082	0.002145492	0.000797131	0.000360656	0.001836066	0.000620902	0	0	6.35E-05	0	0.000313525	0.00042418	0.000489754	0	0	0.001063525	0.000887295	0	0	0.000311475	0.000790984	0.002268443	0.001329918	0	0.000928279	0.000543033	0	0.000538934	0	0.000495902	0.000247951	0	0	0	0	0	0	0.000141393	0	0	0	0.000477459	0.000875	0.000282787	0.000657787	0.000717213	0	0	0	0.00027459	0.000842213	0.000368852	0.000627049	0.000563525	0.000178279	0.000721311	0.000971311	0	0	0	0	0	0	0	0.000305328	0	0.000831967	0.001366803	0.001471311	0.001491803	0.000889344	0	0	0.000368852	0.000747951	0.000854508	0.000694672	0.00067418	0.000215164	0.000739754	0.001165984	0.000420082	0	0	0	0	0.000211066	0.000532787	0	0.000463115	0	0	0.000571721	0.001180328	0	0	0.000538934	0.00070082	0.000471311	0.000661885	0	0.001719262	0	0
k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Schlesneriaceae;g__Schlesneria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000278689	0	0	0	0.00032582	0	0	0.000125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00022541	0	0	0	0	0	0	0	0	0.000143443	0	7.17E-05	0	0	0	0	0	0.000180328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.63E-05	0	0	0	0	0	0	0	0	0	0	0	0.000213115	0	0	0	0	0	0	0	0	0	0	0	0	0.000581967	0	0	0	0	4.10E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000145492	0	0	0	0	0	0	0	0	0	0.000116803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000192623	0	0	0	0	0	0	0	9.43E-05
k__Bacteria;p__Planctomycetota;c__vadinHA49;o__vadinHA49CL;f__vadinHA49CL;g__vadinHA49CL	0	0	0	0.000217213	0	0	0	0	0	0.000401639	0	0	0	0	0	0.000143443	0	0	0	0	0	0	0	0	0	0	0	0.000293033	0	0	0	0	0	0	0	0	0	0.00010041	0	0.000584016	0	0	0	0	0	0	0	0	0	0.000161885	0	9.22E-05	0	0	0	0	0.000370902	0	0	0	0	0.000918033	0	0.000233607	0	0	0	0	0.00060041	0	0	0	0	0.000137295	0.001598361	0	0	0	0.00019877	0.000188525	0	0	0.000186475	0.000165984	7.38E-05	0.001155738	0.00032582	0.000594262	0	9.84E-05	0	0	0	0	0	0	0	0.00035041	0.001356557	0.000354508	0	0.000752049	0	0.000678279	0	0.000795082	0.000495902	0.001069672	0.000221311	0.000262295	0.000180328	0.000483607	0.000465164	0.000227459	0.000336066	0	0.000280738	0	0.000104508	0.000133197	0	0	0.000739754	0	0	0	0	0.00027459	0	0	0.000745902	0	0.00102459	0.00029918	0.000389344	0.000137295	4.30E-05	0	0	0	0	0.000186475	0.000860656	0.000159836	0.001311475	0	0.000389344	0	0.000502049	0	0.000290984	0	0	0.000114754	0.000223361	7.58E-05	0.000588115	0.000295082	0.000118852	0	0	0.000469262	0.000268443	0.000358607	0.000606557	0	0.00029918	0.000215164	0.000135246	0	0.000268443	0	0	0.00025	0.000981557	0	0.000186475	0.000438525	0.000122951	0	0.000346311	0	0.000133197	0	0.00019877	0	0.001116803	0	0.000381148	0	0.000934426
k__Bacteria;p__Proteobacteria;Other;Other;Other;Other	0	0	0	0	0	0	0	0.000116803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180328	0	0	0	7.99E-05	0.000219262	0	0	0	0	0	0	0.000418033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375	0	0	0	0	0	0.00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172131	0	0	0	0	0	0	0	0	0.000215164	0.000114754	0	0	0	0	0	0	0	0	0	0	0	0.000243852	0	0	0	0	0	0	0.000286885	0.000143443	0.000389344	0	0	0	0	0	0	0	0	0.000155738	0	0	0	0	0	0	0	0.000438525	0	0	0	0	0.000180328	0.000165984	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108607	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;Other;Other;Other	0	0	0.000180328	0	0	0.000293033	0.000245902	0	0.000346311	0	0.000655738	0.001258197	0	0.000510246	0	0.001379098	0	0	0.002014344	0	0.000827869	0.00022541	0.000153689	0.00020082	0.000961066	0	0	0.001635246	0.000377049	0.000788934	0.000161885	0.002264344	0.000413934	0.000811475	0	0	0.000188525	0.002071721	0.00057377	0	0.000430328	0.000616803	0	0.000233607	0	0.001553279	0	0.000297131	0.000883197	0.000168033	0.000762295	8.61E-05	0	0	0	0.001987705	0.000829918	0	0.001008197	8.81E-05	0.001362705	0.001147541	0.000461066	0.000329918	0.000233607	0	0.001561475	0.001594262	0	0.000262295	0.00042623	0.00044877	0	0.000270492	0	0.00232582	0.003918033	0.000465164	0.000997951	0.001959016	0	0	0.000995902	0.000411885	0.000278689	0	0.001168033	0	0	0.001209016	0.001393443	9.43E-05	0.000577869	0.000192623	0	0	0.000139344	0	0	0	0.001762295	0.001004098	0.000202869	0.000241803	0	0	0.001829918	0.001862705	0.00067418	0.001588115	0.000375	0	0.001252049	0	0.00167623	0.000125	0.00022541	0	0	0.002227459	0.000202869	0.001125	0.001614754	0	0	0.000295082	0.000340164	0	7.99E-05	0.001411885	0.000180328	0	0	0	0	0	0.00032582	0.001979508	0.000282787	0	0	0.001614754	0.000213115	0.00197541	0.00052459	0.000223361	0	0	0	0.000915984	0.000270492	0.000735656	0	0.00119877	0.000368852	0	0.000168033	7.58E-05	0.000114754	0.000461066	0	0.00017418	0.000764344	0	7.58E-05	0.001188525	0.000120902	0.001139344	0	0	0	0.001547131	0	0.000190574	0.00092623	0.000182377	0	0	0.000518443	0	0.001018443	0	0.000385246	0.000356557	0	0.001008197	0.001872951	0.000317623	0.002209016	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;Other	0	0	0	0	0	0	0.001	0	0.000358607	0.000993852	0.000877049	0.000680328	0	0	0	0	0	0	0	0.000428279	0	0	0	0.000266393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266393	0	0	0	0	0	0	0	0	0.001241803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000586066	0	0	0	0	0	0.000922131	0	0	0	0	0	0	0.001129098	0	0	0	0	0.00105123	0	0	0	0	0	0	0	0	0	0	0	0.000629098	0	0	0	0	0	0.000209016	0	0.001245902	0	0.001559426	0	0.000528689	0.000340164	0	0	0	0	0	0	0	0	0.000331967	0.000745902	0	0	0	0	0	0.000405738	0.001036885	0.001436475	0.000543033	0	0	0	0	0	0	0	0	0	0	0.00204918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645492	0.001129098	0	0	0.00067418	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Acetobacterales;f__Acetobacteraceae;g__Acidicaldus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000122951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
